n,title,author,rating,num_ratings,num_reviews,descrip,binding,edition,pages,published_on,genres
103202,"
      Marguerite Yourcenar: Inventing a Life
",Josyane Savigneau,"
  4.06
","

  78
  ratings
","

    6
    reviews
","Marguerite Yourcenar was born Marguerite de Crayencour in Brussels in 1903. She lost her mother at birth, her native Belgium at the age of six, and was forced to flee her adopted France at twelve. It is little wonder that Yourcenar, whose own early past receded so quickly into personal legend, would one day describe her writing as the ""passionate reconstitution , at once detailed and free, of a moment or a man out of the past."" One of the most respected writers in the French language, best known as the author of Memoirs of Hadrian and The Abyss, she was awarded countless literary honors, culminating with her election in 1980 to the Académie Française (she was the first woman ever to be so honored). As complex, erudite, and intriguing as her work, Yourcenar's life has resisted its own passionate reconstitution until now, in part because of the writer's deliberate elusiveness, even in her autobiographical trilogy.Here, in its intricate and often contradictory detail, is Marguerite Yourcenar's story, one in which loss and learning intertwined almost from the first and in which love assumed a strangely paradoxical place. Drawing on letters, diaries, and interviews with Yourcenar's friends, colleagues, and lovers, Josyane Savigneau's biography paints an intimate portrait of an artist who lived according to her own, occasionally contrary, terms: a Frenchwoman ardently in love with her native tongue, yet who lived half her life in New England; an avid seductress of women, who spent nearly forty years with one woman, yet fell in love early and late in her life with two young men; a powerful female writer whose most memorable protagonists were male, from Alexis of her first novel to the later historical characters Hadrian and Zeno. Savigneau weaves these and other contraries of Yourcenar's life into a vibrant and engrossing pattern.Editor of ""Le Monde des Livres,"" the literary pages of France's most influential newspaper, Savigneau first met Marguerite Yourcenar on assignment in 1984. What began as a professional relationship gradually turned into a friendship. Her personal insights into that life enrich this exhaustively documented text. Following the lead set by Yourcenar in her memoir Dear Departed, the biographer found herself ""searching for a truth that is multiple, unstable, evasive, sometimes saddening, and at first glance scandalous but that one cannot approach without often feeling for human beings in all their frailty a certain measure of kinship and, always, a sense of pity."" Yourcenar's profound intelligence and sympathy, her foibles and obsessions, her accomplishments and trials: all are revealed here in an uncompromising portrait of an incomparable artist.",Hardcover,,503 pages,"
            Published
        October 1st 1993
         by The University Of Chicago Press

            
              (first published 1990)
            
","['Biography', 'Nonfiction']"
103203,"
      A Coin in Nine Hands
",Marguerite Yourcenar,"
  3.58
","

  364
  ratings
","

    31
    reviews
","During the space of a day in Rome in 1933, a ten-lira coin passes through the hands of nine people—including an aging artist, a prostitute, and a would-be assassin of Mussolini. The coin becomes the symbol of contact between human beings, each lost in private passions and nearly impenetrable solitude.""A Coin in Nine Hands has . . . passages that move close to poetry and a story that belongs in both literature and history.""—Doris Grumbach, Los Angeles Times Book Review""What lingers at the end of A Coin in Nine Hands is the shadowiness and puppetlike vagueness of the Dictator, and the compelling specificity of the so-called 'common people' revolving all around him.""—Anne Tyler, The New Republic""Within a few pages we have met half the major characters in this haunting, brilliantly constructed novel. . . . The studied perfection, the structural intricacy and brevity remind one of Camus. Yet by comparison, Yourcenar's prose is lavish, emotional and imagistic.""—Cynthia King, Houston Post""Transcends its specific time and place to become a portrait of vividly delineated characters caught in the vise of a tragically familiar political situation.""—Publisher's WeeklyBest known as the author of Memoirs of Hadrian and The Abyss, Marguerite Yourcenar (1903-87) achieved countless literary honors and was the first woman ever elected to the Académie Française.",Paperback,,174 pages,"
            Published
        November 5th 1994
         by University of Chicago Press

            
              (first published 1934)
            
","['Fiction', 'Cultural', 'Cultural', 'European', 'Cultural', 'Literary']"
103204,"
      Two Lives and a Dream
",Marguerite Yourcenar,"
  3.72
","

  356
  ratings
","

    29
    reviews
","Set in Rembrandt's Amsterdam, ""An Obscure Man"" is the story of Nathanaël—innocent, open to experience—born like Everyman upon the stream of life. In ""A Lovely Morning,"" Nathanaël's young son joins a touring company of Jacobean actors. ""Anna, soror . . . ,"" the final tale, is an account of illicit passion in the baroque world of Naples.""An Obscure Man swarms with life. This intricately researched, imaginative, beautifully written tale of a young man's brief life in the mid-17th century is entirely engrossing.""—Leona Weiss, San Francisco Chronicle""In these three stories, [Yourcenar] succeeds in making the essences of these past lives a part of the reader's future through the sheer intensity of their portrayal.""—Margaret Ezell, Houston Chronicle",Paperback,,246 pages,"
            Published
        November 5th 1994
         by University of Chicago Press

            
              (first published 1981)
            
","['Fiction', 'Short', 'European', 'Historical']"
103205,"
      The Danube Enigma
",Michael  Shea,"
  0.00
","

  0
  ratings
","

    0
    reviews
",,Hardcover,,176 pages,"
            Published
        July 1st 2001
         by Severn House Publishers

            
              (first published 2001)
            
",[]
103206,"
      Maritime England
",Michael Shea,"
  4.00
","

  1
  rating
","

    0
    reviews
",,Unknown Binding,,208 pages,"
            Published
        January 1st 1981
         by Kenilworth Press

      ",[]
103207,"
      Writing for Meaning
",Michael Shea,"
  0.00
","

  0
  ratings
","

    0
    reviews
",,Paperback,,361 pages,"
            Published
        November 1st 1997
         by Houghton Mifflin Harcourt P

            
              (first published 1988)
            
",[]
103208,"
      Sonntag
",Michael  Shea,"
  3.00
","

  1
  rating
","

    0
    reviews
",,Hardcover,,192 pages,"
            Published
        January 7th 1971
         by Gollancz

            
              (first published 1971)
            
",[]
103209,"
      Endgame
",Michael  Shea,"
  0.00
","

  0
  ratings
","

    0
    reviews
",,Hardcover,,224 pages,"
            Published
        June 1st 2002
         by Severn House Publishers

            
              (first published 2002)
            
",[]
103210,"
      The Berlin Embassy
",Michael  Shea,"
  3.00
","

  3
  ratings
","

    0
    reviews
",,Paperback,,272 pages,"
            Published
        1999
         by HarperCollins

      ",[]
103211,"
      A Cold Conspiracy
",Michael  Shea,"
  0.00
","

  0
  ratings
","

    0
    reviews
",,Hardcover,,192 pages,"
            Published
        January 1st 2001
         by Severn House Publishers

      ",[]
103212,"
      Who Moved My Blackberry?: A Novel
",Lucy Kellaway,"
  3.57
","

  1,011
  ratings
","

    153
    reviews
","Martin Lukes is a superstar at the office and at home--just ask him. Blessed with an ego the size of Mount Everest and virtually no sense of self, he blusters through life with cheerful obliviousness. Who Moved My BlackBerry? is the uproarious e-epistolary story of one spectacularly bad year in his life, during which Martin hires an executive coach to help him achieve ""22.5 percent better than my bestest,"" only to inadvertently insult his new boss, watch his wife get a job that threatens to eclipse his own, and allow his BlackBerry--complete with racy e-mails to his secretary/lover--to fall into the hands of his juvenile delinquent son. This novel is set in an office so dysfunctional, it's bound to strike a chord with any nine-to-fiver. Comic schadenfreude at its best!",Paperback,,368 pages,"
            Published
        April 1st 2008
         by Hachette Books

            
              (first published July 7th 2005)
            
","['Fiction', 'Humor', 'Humor', 'Business']"
103213,"
      D-Day, June Sixth, Nineteen Forty-Four
",Stephen E. Ambrose,"
  4.27
","

  21,572
  ratings
","

    636
    reviews
","Historian Stephen Ambrose reveals the startling fact that the intricate plan for the invasion of France in June 1944 had to be abandoned before the first shot was fired. This history of D-Day reveals the story of brave citizen soldiers -- junior officers and enlisted men -- who took the initiative to act on their own to penetrate Hitler's Atlantic Wall when they realized than nothing was as they were told it would be. A brilliant retelling of the battles of Omaha and Utah beaches, based on information only now available from interviews with surviving veterans, government archives, and other sources. ""A magnificent history..."" -- John Keegan. Black-and-white photos.",Library Binding,,0 pages,"
            Published
        September 28th 2002
         by Econo-Clad Books

            
              (first published June 6th 1994)
            
","['History', 'Nonfiction', 'War', 'War', 'War', 'Military']"
103214,"
      Duty, Honor, Country: A History of West Point
",Stephen E. Ambrose,"
  3.74
","

  86
  ratings
","

    5
    reviews
",,Paperback,,400 pages,"
            Published
        December 1st 1999
         by Johns Hopkins University Press

            
              (first published June 1966)
            
","['History', 'North', 'Nonfiction', 'War']"
103215,"
      Nothing Like it in the World
",Stephen E. Ambrose,"
  3.95
","

  10,330
  ratings
","

    564
    reviews
",,Library Binding,,0 pages,"
            Published
        November 6th 2001
         by Turtleback Books

            
              (first published August 29th 2000)
            
","['History', 'Nonfiction', 'North', 'Historical']"
103216,"
      Undaunted Courage: Meriwether Lewis, Thomas Jefferson, and the Opening of the American West
",Stephen E. Ambrose,"
  4.21
","

  44,901
  ratings
","

    2,303
    reviews
"," In this sweeping adventure story, Stephen E. Ambrose, the bestselling author of D-Day, presents the definitive account of one of the most momentous journeys in American history. Ambrose follows the Lewis and Clark Expedition from Thomas Jefferson's hope of finding a waterway to the Pacific, through the heart-stopping moments of the actual trip, to Lewis's lonely demise on the Natchez Trace. Along the way, Ambrose shows us the American West as Lewis saw it -- wild, awsome, and pristinely beautiful. Undaunted Courage is a stunningly told action tale that will delight readers for generations.",Paperback,,521 pages,"
            Published
        June 2nd 1997
         by Simon  Schuster

            
              (first published 1996)
            
","['History', 'Nonfiction', 'Biography', 'North', 'Adventure']"
103217,"
      To America: Personal Reflections of an Historian
",Stephen E. Ambrose,"
  3.87
","

  1,806
  ratings
","

    173
    reviews
","In ""To America,"" Stephen E. Ambrose, one of the country's most influential historians, reflects on his long career as an American historian and explains what an historian's job is all about. He celebrates America's spirit, which has carried us so far. He confronts its failures and struggles. As always in his much acclaimed work, Ambrose brings alive the men and women, famous and not, who have peopled our history and made the United States a model for the world.Taking a few swings at today's political correctness, as well as his own early biases, Ambrose grapples with the country's historic sins of racism, its neglect and ill treatment of Native Americans, and its tragic errors (such as the war in Vietnam, which he ardently opposed on campus, where he was a professor). He reflects on some of the country's early founders who were progressive thinkers while living a contradiction as slaveholders, great men such as Washington and Jefferson. He contemplates the genius of Andrew Jackson's defeat of a vastly superior British force with a ragtag army in the War of 1812. He describes the grueling journey that Lewis and Clark made to open up the country, and the building of the railroad that joined it and produced great riches for a few barons.Ambrose explains the misunderstood presidency of Ulysses S. Grant, records the country's assumption of world power under the leadership of Theodore Roosevelt, and extols its heroic victory of World War II. He writes about women's rights and civil rights and immigration, founding museums, and nation- building. He contrasts the presidencies of Dwight Eisenhower, John F. Kennedy, Richard Nixon, and Lyndon B. Johnson. Throughout, Ambrose celebratesthe unflappable American spirit.Most important, Ambrose writes about writing history. ""The last five letters of the word 'history' tell us that it is an account of the past that is about people and what they did, which is what makes it the most fascinating of subjects.""""To America"" is an instant classic for all those interested in history, patriotism, and the love of writing.",Hardcover,,288 pages,"
            Published
        November 19th 2002
         by Simon & Schuster

            
              (first published 2002)
            
","['History', 'Nonfiction', 'North', 'Biography', 'Autobiography']"
103218,"
      Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest
",Stephen E. Ambrose,"
  4.43
","

  86,196
  ratings
","

    2,536
    reviews
","With the creative power of Hanks and Spielberg behind it, and a cast that features Donnie Wahlberg, David Schwimmer, and Ron Livingston, HBO's presentation of Band of Brothers is already generating excitement in the entertainment press. Scheduled as a ten-week series, it will be backed by one of the largest promotional budgets in HBO history. The audience -- from military history buffs to veterans and their children and grandchildren -- is sure to want copies of this official tie-in book.Stephen E. Ambrose is contributing a new Foreword to his magnificent chronicle of the men of Easy Company from basic training to the dangerous parachute landings on D-Day, to the Battle of the Bulge and the triumphant capture of Hitler's ""Eagle's Nest"" in Berchtesgarden. A tale of heroic adventures and soul-shattering confrontations, it brings to life, as only Stephen E. Ambrose can, the profound ties of brotherhood forged in the barracks and on the battlefields.",Hardcover,,0 pages,"
            Published
        June 6th 2001
         by Turtleback Books

            
              (first published June 6th 1992)
            
","['History', 'Nonfiction', 'War', 'War', 'War', 'Military']"
103219,"
      Homeland Security: A Documentary History
",Bruce Maxwell,"
  4.50
","

  2
  ratings
","

    0
    reviews
","Homeland Security: A Documentary History provides a rich and relevant exploration of the concept of ""homeland security"" throughout the nation's history, leading up to an examination of the new Homeland Security Department and its mission and impact. This essential reference was recently selected as one of the Best Reference Works of 2005 by the New York Public Library System.The Homeland Security Department was created in 2002 and involved the largest restructuring of the federal government in over forty years. Yet American institutions and officials have responded to homeland security issues throughout the life of the nation, for example, with the Alien and Sedition Acts of 1798. Homeland Security explores the concept and challenges of homeland security through government reports, budget proposals, public affairs campaigns and press releases, speeches, testimony, and other primary sources.Themes covered include:Historical homeland security issues and responses Process for creating a new executive department and changing institutions and bureaucracies Steps, major debates, and events leading up to the creation of the Department Impact on governmental institutions and employees, such as Congress and its committees and structure, federal and state bureaucracies, and civil servants Budgetary implications at the federal and state levels Challenges and ramifications for citizens and civil liberties Missions and goals, such as aviation and border security, crisis planning, and citizen preparedness. Supplemented with a chronology, print and web resource list, and an index, Homeland Security is unique in exploring historical antecedents as well as the Department's impact on political institutions and the ways Americans live and govern. Perfect for undergraduates in political science and journalism programs, AP Social Studies students, and public library patrons.",Hardcover,,512 pages,"
            Published
        October 15th 2004
         by CQ Press

      ",[]
103220,"
      Homeland
",Dale Maharidge,"
  3.87
","

  39
  ratings
","

    5
    reviews
","Homeland is Pulitzer Prize winning author Maharidge's biggest and most ambitious book yet, weaving together the disparate and contradictory strands of contemporary American society-common decency alongside race rage, the range of dissenting voices, and the roots of discontent that defy political affiliation. Here are American families who can no longer pay their medical bills, who've lost high-wage-earning jobs to NAFTA. And here are white supremacists who claim common ground with progressives. Maharidge's approach is rigorously historical, creating a tapestry of today as it is lived in America, a self-portrait that is shockingly different from what we're used to seeing and yet which rings of truth.",Hardcover,,296 pages,"
            Published
        May 4th 2004
         by Seven Stories Press

            
              (first published 2004)
            
","['Nonfiction', 'Politics']"
103221,"
      The Mongol Warlords: Genghis Khan, Kublai Khan, Hulegu, Tamerlane
",David Nicolle,"
  3.63
","

  43
  ratings
","

    1
    review
",,Hardcover,,192 pages,"
            Published
        September 24th 1990
         by Firebird Books Ltd.

            
              (first published September 1990)
            
","['History', 'Nonfiction', 'Biography', 'Historical', 'War']"
103222,"
      The Genghis Khan Guide To Business
",Brian Warnes,"
  4.33
","

  3
  ratings
","

    0
    reviews
",,Hardcover,,178 pages,"
            Published
        March 1st 1984
         by Osmosis Publications

      ",[]
103224,"
      The Hot House: Life Inside Leavenworth Prison
",Pete Earley,"
  4.06
","

  1,405
  ratings
","

    94
    reviews
","A stunning account of life behind bars at the federal penitentiary in Leavenworth, Kansas, where the nation's hardest criminals do hard time. ""A page-turner, as compelling and evocative as the finest novel. The best book on prison I've ever read.""--Jonathan Kellerman  The most dreaded facility in the prison system because of its fierce population, Leavenworth is governed by ruthless clans competing for dominance. Among the ""star"" players in these pages: Carl Cletus Bowles, the sexual predator with a talent for murder; Dallas Scott, a gang member who has spent almost thirty of his forty-two years behind bars; indomitable Warden Robert Matthews, who put his shoulder against his prison's grim reality; Thomas Silverstein, a sociopath confined in ""no human contact"" status since 1983; ""tough cop"" guard Eddie Geouge, the only officer in the penitentiary with the authority to sentence an inmate to ""the Hole""; and William Post, a bank robber with a criminal record going back to when he was eight years old--and known as the ""Catman"" for his devoted care of the cats who live inside the prison walls.Pete Earley, celebrated reporter and author of Family of Spies, all but lived for nearly two years inside the primordial world of Leavenworth, where he conducted hundreds of interviews. Out of this unique, extraordinary access comes the riveting story of what life is actually like in the oldest maximum-security prison in the country.Praise for The Hot House""Reporting at its very finest.""--Los Angeles Times""The book is a large act of courage, its subject an important one, and . . . Earley does it justice.""--The Washington Post Book World""[A] riveting, fiercely unsentimental book . . . To [Earley's] credit, he does not romanticize the keepers or the criminals. His cool and concise prose style serves him well. . . . This is a gutsy book.""--Chicago Tribune""Harrowing . . . an exceptional work of journalism.""--Detroit Free Press""If you're going to read any book about prison, The Hot House is the one. . . . It is the most realistic, unbuffed account of prison anywhere in print.""--Kansas City Star
 
 ""A superb piece of reporting.""--Tom Clancy",Paperback,,464 pages,"
            Published
        February 1st 1993
         by Bantam

            
              (first published 1992)
            
","['Crime', 'Nonfiction', 'Mystery']"
103225,"
      History of Money, A: From Ancient Times to the Present Day
",Glyn Davies,"
  3.58
","

  24
  ratings
","

    6
    reviews
","This is a straight-forward, readable account, written with the minimum of jargon, of the central importance of money in the ordinary business of the life of different peoples throughout the ages from ancient times to the present day. First published in hardback in 1994 and selected by the American Libraries Association as an Outstanding Academic Book. This revised and updated paperback edition also deals with the Barings crisis and the report by the Bank of England on Barings Bank; up-to-date information on the state of Japanese banking; changes in the financial scene in the US; the UK housing market and the problem of negative equity. The paradox of why more coins than ever before are required in an increasingly cashless society is clearly explained, as is the role of the new `Euro' coin as the lowest common denominator in Europe's controversial single currency system. The final section provides evidence to suggest that for most of the world's richer countries the era of persistent inflation may well be at an end.",Paperback,,720 pages,"
            Published
        November 8th 2005
         by University of Wales Press

            
              (first published February 2002)
            
","['History', 'Economics', 'Currency', 'Nonfiction', 'Business']"
103226,"
      The History of Money
",Jack Weatherford,"
  3.88
","

  972
  ratings
","

    107
    reviews
","In his most widely appealing book yet, one of today's leading authors of popular anthropology looks at the intriguing history and peculiar nature of money, tracing our relationship with it from the time when primitive men exchanged cowrie shells to the imminent arrival of the all-purpose electronic cash card. 320 pp. Author tour. National radio publicity. 25,000 print.From the Hardcover edition.",Paperback,,304 pages,"
            Published
        March 10th 1998
         by Crown Business

            
              (first published 1997)
            
","['History', 'Economics', 'Nonfiction', 'Business', 'Economics', 'Anthropology']"
103227,"
      Money: A History
",Jonathan Williams,"
  3.59
","

  22
  ratings
","

    2
    reviews
","""Money: A History"" examines the origins, spread and cultural diversity of money throughout the world. From the exchange systems of earliest times to the increasingly cashless society of today, money and currency is set against a background of broader issues such as moral, political and religious attitudes to money in different cultures. Coin specialists from the British Museum trace the development of monetary systems from the ancient civilizations of Mesopotamia and Egypt to the invention of coinage in Lydia in the 7th century BC and its dissemination throughout the Greek and Roman empires. They consider money in the medieval West and the Islamic lands, in the ancient civilizations of India and China, and in the early modern period in the West. The book also examines the consequences of the globalization of the world monetary economy in the 19th and 20th centuries from more than a purely Western perspective.",Paperback,,256 pages,"
            Published
        April 15th 1998
         by Palgrave MacMillan

            
              (first published January 31st 1996)
            
","['History', 'Economics', 'Business', 'Nonfiction', 'Money']"
103228,"
      Money and Power: The History of Business
",Howard Means,"
  3.43
","

  37
  ratings
","

    4
    reviews
","The dramatic story of greed, money, power, and the moguls and dynasties that have shaped business From merchant ships to microchips, industry has been defined by the powerful business leaders who have caused seismic shifts in the growth of commerce. The companion book to the acclaimed CNBC documentary, Money and Power takes readers on a gripping journey following the movement of power from east to west-from the feudal estates of medieval Europe to the halls of modern finance, from the teeming streets of ancient Venice to the serene campuses of Silicon Valley-to tell the story of how business shaped the modern world, and how the goals of a few ambitious people paved the way to the wealth and prosperity shared by so much of the world's population today.A dramatic narrative focusing on the groundbreakers throughout history-from St. Godric, the twelfth-century monk reviled for his love of money to Bill Gates, the contemporary embodiment of money and power-traces the roots of banking, industry, commerce, and power. Fever-pitch moments in the book center around pivotal figures such as Cosimo de Medici, Philip II, the Rothschilds, J. P. Morgan, the Rockefellers, Henry Ford and others. The authors also extract important lessons about the strategies and tactics used to build these business empires.",Paperback,,288 pages,"
            Published
        April 15th 2002
         by John Wiley & Sons

            
              (first published January 31st 2001)
            
","['History', 'Economics', 'Business']"
103229,"
      The Art of Money: The History and Design of Paper Currency from Around the World
",David Standish,"
  3.80
","

  40
  ratings
","

    7
    reviews
","L'argent. Dinero. Geld. Dough. Whatever you call it, money makes the world go round. The United States is dispensing its first redesigned bills in decades, and the Euro is on the brink of unifying European notes. It's the perfect time for this visual tour of the world's currencies. The various people, places, animals, and historical events depicted on money reflect how countries see themselves—and how they want the rest of world to see them. Author David Standish begins with a brief, fascinating history of currency, and then presents a striking gallery of international bills from more than 80 countries that corner the market on visual flair. The cast of characters on these small canvases is vast—from the Little Prince on French currency to the furry denizens of the rainforest of Madagascar to the obscure Salmon P. Chase, Abraham Lincoln's Secretary of State, on the $10,000 US note (did you know that the US Secret Service originated with Lincoln's efforts to curb counterfeiting during the Civil War?). The Art of Money is an entertaining and lustrous tour of cash for design aficionados, history buffs, travelers, and everybody who handles money (or dreams of handling more).",Paperback,,132 pages,"
            Published
        October 1st 2000
         by Chronicle Books

      ","['Art', 'Nonfiction', 'History', 'History']"
103230,"
      A History of Money: From A.D. 800
",John F. Chown,"
  3.29
","

  7
  ratings
","

    1
    review
",,Paperback,,320 pages,"
            Published
        January 30th 1994
         by Routledge

      ","['Economics', 'History']"
103231,"
      Seperating Fools from Their Money: A History of American Financial Scandals
",Scott B. MacDonald,"
  3.50
","

  2
  ratings
","

    1
    review
","What do Michael Milken and Martha Stewart have in common? (Answer: Both became public scapegoats for an outrageous era of greed and excess.) What was the most outrageous party thrown by a financial baron of the twentieth century? (Answer: Tough call, but either Michael Milken's Predators Ball in 1985, or Dennis Kozlowski's Sardinian birthday bash in 2001, with its vodka-spouting sculpture.) Which U.S. war hero president became party to, and victim of, an unabashed con man known as the Napoleon of Wall Street? (Answer: Ulysses S. Grant, but it's a long story.)These questions and more are discussed in Scott MacDonald and Jane Hughes' Separating Fools from Their Money. The authors trace the history of financial scandals from the early days of the young republic through the Enron/WorldCom debacle of modern times. A host of colorful characters inhabit the pages of this history, revealing human nature in all of its dubious shades of gray. At the same time, the book exposes themes common to all financial scandals, which remain astonishingly unchanged over more than two centuries--greed, hubris, media connections, self-interested politicians, and booms-gone-bust, to name a few.Informative and entertaining, Separating Fools should engage the interest of investors and casual business readers, as well as economists interested in supplemental reading for their students.",Hardcover,,264 pages,"
            Published
        October 16th 2006
         by Transaction Publishers

      ","['History', 'Economics']"
103232,"
      The History of Money (Money series)
",Julie Haydon,"
  5.00
","

  1
  rating
","

    0
    reviews
","Money, It's something that almost everyone needs ... and wants more of! This series is the perfect way to introduce kids to money--its history, the way coins and bills are made, budgeted spending, and much more. The clear text and abundant photographs and flowcharts also explain how money differs from country to country and how such systems as checking accounts, credit cards, and more work.",Hardcover,,32 pages,"
            Published
        October 1st 2006
         by Smart Apple Media

            
              (first published 2006)
            
",[]
103233,"
      Savages and Civilization
",Jack Weatherford,"
  3.64
","

  73
  ratings
","

    10
    reviews
","In Indian Givers and Native Roots, renowned anthropologist Jack Weatherford opened the eyes of tens of thousands of readers to the clash between Native American and European cultures. Now, in his brilliant new book, Weatherford broadens his focus to examine how civilization threatens to obliterate unique tribal and ethnic cultures around the world -- and in the process imperils its own existence.As Weatherford explains, the relationship between ""civilized"" and ""savage"" peoples through history has encompassed not only violence, but also a surprising degree of cooperation, mutual influence, trade, and intermarriage. But this relationship has now entered a critical stage everywhere in the world, as indigenous peoples fiercely resist the onslaught of a global civilization that will obliterate their identities. Savages and Civilization powerfully demonstrates that our survival as a species is based not on a choice between savages and civilization, but rather on a commitment to their vital coexistence.",Paperback,,320 pages,"
            Published
        February 7th 1995
         by Ballantine Books

            
              (first published 1994)
            
","['History', 'Anthropology', 'History', 'Nonfiction']"
103234,"
      Ce Que Nous Devons Aux Indiens D'Amerique Et Comment Ils Ont Transforme Le Monde
",Jack Weatherford,"
  4.12
","

  1,936
  ratings
","

    162
    reviews
",""" As entertaining as it is thoughtful....Few contemporary writers have Weatherford's talent for making the deep sweep of history seem vital and immediate."" THE WASHINGTON POSTAfter 500 years, the world's huge debt to the wisdom of the Indians of the Americas has finally been explored in all its vivid drama by anthropologist Jack Weatherford. He traces the crucial contributions made by the Indians to our federal system of government, our democratic institutions, modern medicine, agriculture, architecture, and ecology, and in this astonishing, ground-breaking book takes a giant step toward recovering a true American history.",Paperback,,,"
            Published
        May 1st 1993
         by Albin Michel

            
              (first published December 12th 1988)
            
","['History', 'Nonfiction', 'Anthropology', 'Native', 'North']"
103235,"
      The Vision of Emma Blau
",Ursula Hegi,"
  3.67
","

  2,688
  ratings
","

    226
    reviews
",,Paperback,First Paperback,432 pages,"
            Published
        January 16th 2001
         by Scribner/Simon & Schuster

            
              (first published 2000)
            
","['Fiction', 'Historical', 'Literary', 'Cultural', 'Adult']"
103236,"
      Sacred Time
",Ursula Hegi,"
  3.55
","

  1,981
  ratings
","

    99
    reviews
","The bestselling author of Stones from the River delivers her most ambitious and dramatic novel yet -- the unforgettable story of an endearing, but also flawed, Italian American family.  In December 1953 Anthony Amedeo's world is nested in his Bronx neighborhood, his parents' Studebaker, the Paradise Theater, Yankee Stadium -- and in his imagination, where he longs for a stencil kit to decorate the windows like all the other kids on his street. Instead he gets a very different present: his uncle Malcolm's family.  Malcolm is in jail for stealing -- once again -- from his last new job, and Anthony's aunt and twin cousins settle into the Amedeos' fifth-floor walk-up. Sharing a room with girls is excruciating for Anthony, despite his affinity for the twins. But the real change in Anthony's life comes one evening when he causes the unthinkable to happen, changing each family member's life forever.  Evoking all the plenty and optimism of postwar America, Sacred Time spans three generations, taking us from the Bronx of the 1950s to contemporary Brooklyn. Keenly observing the dark side of family as well as its gracefulness, Hegi has outdone herself with this captivating novel about childhood's tenderness and the landscape of loneliness. Ultimately she reveals how the transforming power of a singular event can reverberate through a family for generations. With gravity and poise, Hegi turns her astute yet forgiving eye on the essential frailty and dignity of the human condition in this elegant and fast-paced novel.",Paperback,,240 pages,"
            Published
        September 1st 2004
         by Touchstone Books

            
              (first published 2003)
            
","['Fiction', 'Historical', 'Contemporary', 'Literary', 'Family', 'Young', 'Novels', 'Adult', 'Death', 'European']"
103237,"
      The History of Money
",Jack Weatherford,"
  3.88
","

  972
  ratings
","

    107
    reviews
","In his most widely appealing book yet, one of today's leading authors of popular anthropology looks at the intriguing history and peculiar nature of money, tracing our relationship with it from the time when primitive men exchanged cowrie shells to the imminent arrival of the all-purpose electronic cash card. 320 pp. Author tour. National radio publicity. 25,000 print.From the Hardcover edition.",Paperback,,304 pages,"
            Published
        March 10th 1998
         by Crown Business

            
              (first published 1997)
            
","['History', 'Economics', 'Nonfiction', 'Business', 'Economics', 'Anthropology']"
103238,"
      Unearned Pleasures and Other Stories
",Ursula Hegi,"
  3.36
","

  142
  ratings
","

    12
    reviews
","In this stunning collection of stories, bestselling author Ursula Hegi focuses on the problems of love -- familial, parental, conjugal, and emergent. With compassion and her ""unfailing immediacy of language,"" she raises the struggles of her characters to a plane of recognition that enables them to transcend despair. Life and death, age and youth, attained hopes and unearned pleasures, provide the human settings for a brilliant exploration of life at its most pointed and significant.",Paperback,,128 pages,"
            Published
        April 25th 1997
         by Touchstone

            
              (first published 1988)
            
","['Short', 'Fiction']"
103239,"
      Knockdown
",Dick Francis,"
  3.94
","

  2,465
  ratings
","

    68
    reviews
",,Mass Market Paperback,,238 pages,"
            Published
        February 22nd 1993
         by Fawcett

            
              (first published 1974)
            
","['Mystery', 'Fiction', 'Thriller', 'Thriller']"
103240,"
      Trial Run
",Dick Francis,"
  3.82
","

  2,222
  ratings
","

    73
    reviews
",,Paperback,,260 pages,"
            Published
        January 1st 2001
         by Jove

            
              (first published 1978)
            
","['Mystery', 'Fiction', 'Thriller']"
103241,"
      Knockdown
",Dick Francis,"
  3.94
","

  2,465
  ratings
","

    68
    reviews
","For a generous commission, ex-prize-winning jockey Jonah Dereham reluctantly agrees to bid on a young steeplechaser on behalf of a wealthy American woman. But his life is thrust into danger immediately following the auction, when he receives a blow to the head by two thugs demanding ownership of the horse. Unfortunately, that’s just the beginning—and now Jonah must figure out the high-stakes game being played…before he becomes its next casualty.",Paperback,,304 pages,"
            Published
        March 7th 2006
         by G.P. Putnam's Sons

            
              (first published 1974)
            
","['Mystery', 'Fiction', 'Thriller', 'Thriller']"
103242,"
      Flying Finish
",Dick Francis,"
  3.94
","

  2,892
  ratings
","

    109
    reviews
",,Paperback,,276 pages,"
            Published
        September 6th 2005
         by G.P. Putnam's Sons

            
              (first published 1966)
            
","['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Thriller']"
